index,daily_death_count
2020-09-10,4.0
2020-09-11,4.0
2020-09-12,4.0
2020-09-13,1.0
2020-09-14,1.0
2020-09-15,0.0
2020-09-16,5.0
2020-09-17,5.0
2020-09-18,4.0
2020-09-19,3.0
2020-09-20,5.0
2020-09-21,4.0
2020-09-22,3.0
2020-09-23,5.0
2020-09-24,6.0
2020-09-25,5.0
2020-09-26,5.0
2020-09-27,6.0
2020-09-28,2.0
2020-09-29,6.0
2020-09-30,3.0
2020-10-01,8.0
2020-10-02,6.0
2020-10-03,5.0
2020-10-04,10.0
2020-10-05,9.0
2020-10-06,12.0
2020-10-07,8.0
2020-10-08,10.0
2020-10-09,9.0
2020-10-10,8.0
2020-10-11,13.0
2020-10-12,10.0
2020-10-13,7.0
2020-10-14,8.0
2020-10-15,6.0
2020-10-16,10.0
2020-10-17,16.0
2020-10-18,9.0
2020-10-19,15.0
2020-10-20,13.0
2020-10-21,20.0
2020-10-22,19.0
2020-10-23,20.0
2020-10-24,17.0
2020-10-25,22.0
2020-10-26,26.0
2020-10-27,31.0
2020-10-28,35.0
2020-10-29,43.0
2020-10-30,40.0
2020-10-31,53.0
2020-11-01,33.0
2020-11-02,41.0
2020-11-03,55.0
2020-11-04,64.0
2020-11-05,59.0
2020-11-06,48.0
2020-11-07,75.0
2020-11-08,55.0
2020-11-09,81.0
2020-11-10,71.0
2020-11-11,89.0
2020-11-12,101.0
2020-11-13,99.0
2020-11-14,97.0
2020-11-15,84.0
2020-11-16,102.0
2020-11-17,105.0
2020-11-18,95.0
2020-11-19,117.0
2020-11-20,127.0
2020-11-21,118.0
2020-11-22,105.0
2020-11-23,123.0
2020-11-24,105.0
2020-11-25,121.0
2020-11-26,120.0
2020-11-27,130.0
2020-11-28,136.0
2020-11-29,122.0
2020-11-30,136.0
2020-12-01,143.0
2020-12-02,137.0
2020-12-03,145.0
2020-12-04,140.0
2020-12-05,123.0
2020-12-06,105.0
2020-12-07,131.0
2020-12-08,117.0
2020-12-09,133.0
2020-12-10,122.0
2020-12-11,139.0
2020-12-12,105.0
2020-12-13,105.0
2020-12-14,116.0
2020-12-15,97.0
2020-12-16,105.0
2020-12-17,108.0
2020-12-18,95.0
2020-12-19,94.0
2020-12-20,91.0
2020-12-21,90.0
2020-12-22,114.0
2020-12-23,99.0
2020-12-24,86.0
2020-12-25,70.0
2020-12-26,94.0
2020-12-27,64.0
2020-12-28,89.0
2020-12-29,83.0
2020-12-30,78.0
2020-12-31,73.0
2021-01-01,69.0
2021-01-02,69.0
2021-01-03,57.0
2021-01-04,75.0
2021-01-05,60.0
2021-01-06,69.0
2021-01-07,71.0
2021-01-08,52.0
2021-01-09,49.0
2021-01-10,60.0
2021-01-11,69.0
2021-01-12,72.0
2021-01-13,64.0
2021-01-14,61.0
2021-01-15,63.0
2021-01-16,70.0
2021-01-17,51.0
2021-01-18,65.0
2021-01-19,57.0
2021-01-20,44.0
2021-01-21,64.0
2021-01-22,50.0
2021-01-23,70.0
2021-01-24,50.0
2021-01-25,53.0
2021-01-26,57.0
2021-01-27,51.0
2021-01-28,50.0
2021-01-29,56.0
2021-01-30,45.0
2021-01-31,57.0
2021-02-01,51.0
2021-02-02,58.0
2021-02-03,36.0
2021-02-04,38.0
2021-02-05,36.0
2021-02-06,39.0
2021-02-07,40.0
2021-02-08,37.0
2021-02-09,40.0
2021-02-10,41.0
2021-02-11,37.0
2021-02-12,34.0
2021-02-13,35.0
2021-02-14,30.0
2021-02-15,34.0
2021-02-16,28.0
2021-02-17,38.0
2021-02-18,30.0
2021-02-19,23.0
2021-02-20,34.0
2021-02-21,32.0
2021-02-22,36.0
2021-02-23,36.0
2021-02-24,35.0
2021-02-25,28.0
2021-02-26,25.0
2021-02-27,32.0
2021-02-28,32.0
2021-03-01,22.0
2021-03-02,30.0
2021-03-03,26.0
2021-03-04,24.0
2021-03-05,30.0
2021-03-06,34.0
2021-03-07,23.0
2021-03-08,24.0
2021-03-09,31.0
2021-03-10,30.0
2021-03-11,34.0
2021-03-12,32.0
2021-03-13,33.0
2021-03-14,30.0
2021-03-15,35.0
2021-03-16,32.0
2021-03-17,39.0
2021-03-18,30.0
2021-03-19,43.0
2021-03-20,30.0
2021-03-21,36.0
2021-03-22,38.0
2021-03-23,22.0
2021-03-24,28.0
2021-03-25,36.0
2021-03-26,29.0
2021-03-27,29.0
2021-03-28,34.0
2021-03-29,37.0
2021-03-30,33.0
2021-03-31,38.0
2021-04-01,36.0
2021-04-02,42.0
2021-04-03,38.0
2021-04-04,47.0
2021-04-05,32.0
2021-04-06,25.0
2021-04-07,50.0
2021-04-08,36.0
2021-04-09,36.0
2021-04-10,34.0
2021-04-11,39.0
2021-04-12,35.0
2021-04-13,33.0
2021-04-14,40.0
2021-04-15,33.0
2021-04-16,34.0
2021-04-17,39.0
2021-04-18,29.0
2021-04-19,30.0
2021-04-20,46.0
2021-04-21,25.0
2021-04-22,34.0
2021-04-23,18.0
2021-04-24,28.0
2021-04-25,19.0
2021-04-26,30.0
2021-04-27,24.0
2021-04-28,31.0
2021-04-29,27.0
2021-04-30,18.0
2021-05-01,31.0
2021-05-02,31.0
2021-05-03,24.0
2021-05-04,27.0
2021-05-05,20.0
2021-05-06,23.0
2021-05-07,23.0
2021-05-08,15.0
2021-05-09,25.0
2021-05-10,15.0
2021-05-11,13.0
2021-05-12,26.0
2021-05-13,11.0
2021-05-14,12.0
2021-05-15,15.0
2021-05-16,12.0
2021-05-17,12.0
2021-05-18,15.0
2021-05-19,3.0
2021-05-20,8.0
2021-05-21,14.0
2021-05-22,9.0
2021-05-23,12.0
2021-05-24,7.0
2021-05-25,10.0
2021-05-26,13.0
2021-05-27,11.0
2021-05-28,13.0
2021-05-29,9.0
2021-05-30,9.0
2021-05-31,7.0
2021-06-01,9.0
2021-06-02,10.0
2021-06-03,4.0
2021-06-04,6.0
2021-06-05,5.0
2021-06-06,6.0
2021-06-07,5.0
2021-06-08,4.0
2021-06-09,6.0
2021-06-10,4.0
2021-06-11,8.0
2021-06-12,5.0
2021-06-13,4.0
2021-06-14,4.0
2021-06-15,4.0
2021-06-16,3.0
2021-06-17,3.0
2021-06-18,7.0
2021-06-19,6.0
2021-06-20,5.0
2021-06-21,5.0
2021-06-22,1.0
2021-06-23,6.0
2021-06-24,3.0
2021-06-25,0.0
2021-06-26,3.0
2021-06-27,1.0
2021-06-28,2.0
2021-06-29,5.0
2021-06-30,3.0
2021-07-01,1.0
2021-07-02,6.0
2021-07-03,4.0
2021-07-04,2.0
2021-07-05,0.0
2021-07-06,3.0
2021-07-07,2.0
2021-07-08,2.0
2021-07-09,2.0
2021-07-10,2.0
2021-07-11,0.0
2021-07-12,1.0
2021-07-13,3.0
2021-07-14,4.0
2021-07-15,0.0
2021-07-16,3.0
2021-07-17,1.0
2021-07-18,1.0
2021-07-19,3.0
2021-07-20,1.0
2021-07-21,1.0
2021-07-22,1.0
2021-07-23,5.0
2021-07-24,1.0
2021-07-25,3.0
2021-07-26,2.0
2021-07-27,1.0
2021-07-28,0.0
2021-07-29,2.0
2021-07-30,3.0
2021-07-31,4.0
2021-08-01,3.0
2021-08-02,2.0
2021-08-03,3.0
2021-08-04,3.0
2021-08-05,5.0
2021-08-06,3.0
2021-08-07,1.0
2021-08-08,2.0
2021-08-09,2.0
2021-08-10,3.0
2021-08-11,0.0
2021-08-12,2.0
2021-08-13,3.0
2021-08-14,5.0
2021-08-15,1.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,2.0
2021-08-19,3.0
2021-08-20,2.0
2021-08-21,3.0
2021-08-22,2.0
2021-08-23,6.0
2021-08-24,2.0
2021-08-25,6.0
2021-08-26,3.0
2021-08-27,6.0
2021-08-28,9.0
2021-08-29,3.0
2021-08-30,3.0
2021-08-31,4.0
2021-09-01,4.0
2021-09-02,8.0
2021-09-03,6.0
2021-09-04,9.0
2021-09-05,9.0
2021-09-06,4.0
2021-09-07,8.0
2021-09-08,8.0
2021-09-09,10.0
2021-09-10,11.0
2021-09-11,7.0
2021-09-12,3.0
2021-09-13,10.0
2021-09-14,16.0
2021-09-15,10.0
2021-09-16,11.0
2021-09-17,11.0
2021-09-18,8.0
2021-09-19,19.0
2021-09-20,11.0
2021-09-21,9.0
2021-09-22,12.0
2021-09-23,9.0
2021-09-24,9.0
2021-09-25,14.0
2021-09-26,9.0
2021-09-27,10.0
2021-09-28,17.0
2021-09-29,8.0
2021-09-30,10.0
2021-10-01,9.0
2021-10-02,15.0
2021-10-03,11.0
2021-10-04,8.0
2021-10-05,16.0
2021-10-06,8.0
2021-10-07,11.0
2021-10-08,8.0
2021-10-09,12.0
2021-10-10,10.0
2021-10-11,12.0
2021-10-12,19.0
2021-10-13,11.0
2021-10-14,11.0
2021-10-15,12.0
2021-10-16,21.0
2021-10-17,20.0
2021-10-18,11.0
2021-10-19,13.0
2021-10-20,14.0
2021-10-21,16.0
2021-10-22,17.0
2021-10-23,17.0
2021-10-24,23.0
2021-10-25,12.0
2021-10-26,25.0
2021-10-27,30.0
2021-10-28,16.0
2021-10-29,14.0
2021-10-30,27.0
2021-10-31,18.0
2021-11-01,24.0
2021-11-02,24.0
2021-11-03,35.0
2021-11-04,29.0
2021-11-05,35.0
2021-11-06,32.0
2021-11-07,30.0
2021-11-08,34.0
2021-11-09,41.0
2021-11-10,31.0
2021-11-11,62.0
2021-11-12,58.0
2021-11-13,60.0
2021-11-14,49.0
2021-11-15,48.0
2021-11-16,51.0
2021-11-17,62.0
2021-11-18,54.0
2021-11-19,62.0
2021-11-20,49.0
2021-11-21,70.0
2021-11-22,67.0
2021-11-23,65.0
2021-11-24,63.0
2021-11-25,73.0
2021-11-26,79.0
2021-11-27,60.0
2021-11-28,72.0
2021-11-29,80.0
2021-11-30,48.0
2021-12-01,75.0
2021-12-02,77.0
2021-12-03,71.0
2021-12-04,69.0
2021-12-05,59.0
2021-12-06,65.0
2021-12-07,71.0
2021-12-08,63.0
2021-12-09,58.0
2021-12-10,57.0
2021-12-11,50.0
2021-12-12,41.0
2021-12-13,51.0
2021-12-14,52.0
2021-12-15,35.0
2021-12-16,39.0
2021-12-17,34.0
2021-12-18,32.0
2021-12-19,37.0
2021-12-20,33.0
2021-12-21,31.0
2021-12-22,23.0
2021-12-23,24.0
2021-12-24,19.0
2021-12-25,21.0
2021-12-26,23.0
2021-12-27,25.0
2021-12-28,24.0
2021-12-29,17.0
2021-12-30,30.0
2021-12-31,14.0
2022-01-01,8.0
2022-01-02,12.0
2022-01-03,23.0
2022-01-04,12.0
2022-01-05,10.0
2022-01-06,9.0
2022-01-07,14.0
2022-01-08,8.0
2022-01-09,14.0
2022-01-10,10.0
2022-01-11,10.0
2022-01-12,9.0
2022-01-13,9.0
2022-01-14,12.0
2022-01-15,8.0
2022-01-16,11.0
2022-01-17,8.0
2022-01-18,8.0
2022-01-19,12.0
2022-01-20,7.0
2022-01-21,17.0
2022-01-22,12.0
2022-01-23,16.0
2022-01-24,13.0
2022-01-25,16.0
2022-01-26,10.0
2022-01-27,17.0
2022-01-28,20.0
2022-01-29,15.0
2022-01-30,16.0
2022-01-31,15.0
2022-02-01,15.0
2022-02-02,21.0
2022-02-03,24.0
2022-02-04,20.0
2022-02-05,26.0
2022-02-06,20.0
2022-02-07,24.0
2022-02-08,19.0
2022-02-09,19.0
2022-02-10,28.0
2022-02-11,32.0
2022-02-12,33.0
2022-02-13,23.0
2022-02-14,33.0
2022-02-15,31.0
2022-02-16,24.0
2022-02-17,31.0
2022-02-18,20.0
2022-02-19,28.0
2022-02-20,25.0
2022-02-21,28.0
2022-02-22,30.0
2022-02-23,28.0
2022-02-24,32.0
2022-02-25,39.0
2022-02-26,31.0
2022-02-27,27.0
2022-02-28,31.0
2022-03-01,41.0
2022-03-02,29.0
2022-03-03,33.0
2022-03-04,31.0
2022-03-05,30.0
2022-03-06,24.0
2022-03-07,33.0
2022-03-08,26.0
2022-03-09,24.0
2022-03-10,27.0
2022-03-11,28.0
2022-03-12,29.0
2022-03-13,27.0
2022-03-14,27.0
2022-03-15,34.0
2022-03-16,26.0
2022-03-17,40.0
2022-03-18,41.0
2022-03-19,34.0
2022-03-20,36.0
2022-03-21,36.0
2022-03-22,35.0
2022-03-23,49.0
2022-03-24,42.0
2022-03-25,46.0
2022-03-26,39.0
2022-03-27,33.0
2022-03-28,33.0
2022-03-29,38.0
2022-03-30,49.0
2022-03-31,43.0
2022-04-01,51.0
2022-04-02,27.0
2022-04-03,40.0
2022-04-04,27.0
2022-04-05,36.0
2022-04-06,37.0
2022-04-07,30.0
2022-04-08,28.0
2022-04-09,30.0
2022-04-10,26.0
2022-04-11,28.0
2022-04-12,32.0
2022-04-13,23.0
2022-04-14,16.0
2022-04-15,22.0
2022-04-16,21.0
2022-04-17,18.0
2022-04-18,16.0
2022-04-19,19.0
2022-04-20,14.0
2022-04-21,25.0
2022-04-22,21.0
2022-04-23,16.0
2022-04-24,12.0
2022-04-25,13.0
2022-04-26,14.0
2022-04-27,17.0
2022-04-28,15.0
2022-04-29,9.0
2022-04-30,7.0
2022-05-01,14.0
2022-05-02,12.0
2022-05-03,14.0
2022-05-04,9.0
2022-05-05,5.0
2022-05-06,9.0
2022-05-07,6.0
2022-05-08,18.0
2022-05-09,6.0
2022-05-10,7.0
2022-05-11,6.0
2022-05-12,12.0
2022-05-13,3.0
2022-05-14,3.0
2022-05-15,4.0
2022-05-16,8.0
2022-05-17,4.0
2022-05-18,5.0
2022-05-19,6.0
2022-05-20,2.0
2022-05-21,5.0
2022-05-22,4.0
2022-05-23,4.0
2022-05-24,13.0
2022-05-25,2.0
2022-05-26,7.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,0.0
2022-05-30,3.0
2022-05-31,5.0
2022-06-01,3.0
2022-06-02,5.0
2022-06-03,1.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,3.0
2022-06-07,2.0
2022-06-08,3.0
2022-06-09,5.0
2022-06-10,2.0
2022-06-11,4.0
2022-06-12,4.0
2022-06-13,6.0
2022-06-14,2.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,6.0
2022-06-18,2.0
2022-06-19,5.0
2022-06-20,5.0
2022-06-21,3.0
2022-06-22,7.0
2022-06-23,2.0
2022-06-24,8.0
2022-06-25,4.0
2022-06-26,6.0
2022-06-27,12.0
2022-06-28,5.0
2022-06-29,6.0
2022-06-30,6.0
2022-07-01,9.0
2022-07-02,4.0
2022-07-03,5.0
2022-07-04,9.0
2022-07-05,6.0
2022-07-06,9.0
2022-07-07,15.0
2022-07-08,8.0
2022-07-09,11.0
2022-07-10,7.0
2022-07-11,8.0
2022-07-12,6.0
2022-07-13,7.0
2022-07-14,4.0
2022-07-15,9.0
2022-07-16,10.0
2022-07-17,13.0
2022-07-18,14.0
2022-07-19,9.0
2022-07-20,11.0
2022-07-21,14.0
2022-07-22,14.0
2022-07-23,11.0
2022-07-24,17.0
2022-07-25,16.0
2022-07-26,9.0
2022-07-27,15.0
2022-07-28,15.0
2022-07-29,19.0
2022-07-30,14.0
2022-07-31,12.0
2022-08-01,7.0
2022-08-02,7.0
2022-08-03,11.0
2022-08-04,12.0
2022-08-05,8.0
2022-08-06,9.0
2022-08-07,11.0
2022-08-08,17.0
2022-08-09,14.0
2022-08-10,10.0
2022-08-11,10.0
2022-08-12,9.0
2022-08-13,2.0
2022-08-14,6.0
2022-08-15,4.0
2022-08-16,11.0
2022-08-17,7.0
2022-08-18,11.0
2022-08-19,14.0
2022-08-20,6.0
2022-08-21,6.0
2022-08-22,13.0
2022-08-23,6.0
2022-08-24,7.0
2022-08-25,7.0
2022-08-26,9.0
2022-08-27,2.0
2022-08-28,7.0
2022-08-29,10.0
2022-08-30,2.0
2022-08-31,7.0
2022-09-01,1.0
2022-09-02,2.0
2022-09-03,8.0
2022-09-04,6.0
2022-09-05,8.0
2022-09-06,12.0
2022-09-07,2.0
2022-09-08,6.0
2022-09-09,6.0
2022-09-10,8.0
2022-09-11,3.0
2022-09-12,4.0
2022-09-13,4.0
2022-09-14,5.0
2022-09-15,8.0
2022-09-16,1.0
2022-09-17,5.0
2022-09-18,1.0
2022-09-19,6.0
2022-09-20,7.0
2022-09-21,4.0
2022-09-22,3.0
2022-09-23,4.0
2022-09-24,4.0
2022-09-25,7.0
2022-09-26,9.0
2022-09-27,6.0
2022-09-28,7.0
2022-09-29,5.0
2022-09-30,9.0
2022-10-01,4.0
2022-10-02,4.0
2022-10-03,16.0
2022-10-04,16.0
2022-10-05,13.0
2022-10-06,11.0
2022-10-07,19.0
2022-10-08,13.0
2022-10-09,10.0
2022-10-10,10.0
2022-10-11,11.0
2022-10-12,15.0
2022-10-13,14.0
2022-10-14,10.0
2022-10-15,8.0
2022-10-16,13.0
2022-10-17,10.0
2022-10-18,10.0
2022-10-19,9.0
2022-10-20,6.0
2022-10-21,10.0
2022-10-22,13.0
2022-10-23,18.0
2022-10-24,12.0
2022-10-25,11.0
2022-10-26,10.0
2022-10-27,7.0
2022-10-28,11.0
2022-10-29,10.0
2022-10-30,4.0
2022-10-31,8.0
2022-11-01,12.0
2022-11-02,9.0
2022-11-03,5.0
2022-11-04,1.0
2022-11-05,7.0
2022-11-06,2.0
2022-11-07,4.0
2022-11-08,8.0
2022-11-09,8.0
2022-11-10,0.0
